,0
E://gutenberg//1//0//1//4\10141\10141.txt,10.789800415618657
E://gutenberg//1//0//1//4\10142\10142.txt,4.392730940822304
E://gutenberg//1//0//1//4\10143\10143.txt,4.751869602002786
E://gutenberg//1//0//1//4\10144\10144.txt,4.303461118274949
E://gutenberg//1//0//1//4\10145\10145.txt,10.477587511517598
E://gutenberg//1//0//1//4\10146\10146.txt,7.087392538539193
E://gutenberg//1//0//1//4\10147\10147.txt,8.536599374400765
E://gutenberg//1//0//1//4\10148\10148.txt,6.483692621288581
E://gutenberg//1//0//1//4\10149\10149.txt,8.404551881615722
